image_path,mask_path,has_solar,dataset,split,quality
data/raw\dataset2\train\tile_img_15_21_png.rf.23a92361f95bf3de21aaf0e0b7b54af7.jpg,data/processed\masks\dataset2_train_tile_img_15_21_png.rf.23a92361f95bf3de21aaf0e0b7b54af7.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_28_9_png.rf.af317ebc575c82c9ca53f23d86cfa258.jpg,data/processed\masks\dataset2_train_tile_img_28_9_png.rf.af317ebc575c82c9ca53f23d86cfa258.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_25_7_png.rf.9807245e0f62468537c8c27455114900.jpg,data/processed\masks\dataset2_train_tile_img_25_7_png.rf.9807245e0f62468537c8c27455114900.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_13_12_png.rf.c1f2fd4e261a9e1bdd181de3685107c5.jpg,data/processed\masks\dataset2_train_tile_img_13_12_png.rf.c1f2fd4e261a9e1bdd181de3685107c5.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_31_21_png.rf.f55e93056946bdd9b08ec231db21b36e.jpg,data/processed\masks\dataset2_train_tile_img_31_21_png.rf.f55e93056946bdd9b08ec231db21b36e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_11_5_png.rf.5047df45789a4454ab058487e9a6f20d.jpg,data/processed\masks\dataset2_train_tile_img_11_5_png.rf.5047df45789a4454ab058487e9a6f20d.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_0_26_png.rf.9dd127c59311459dbdc21d613b8a7694.jpg,data/processed\masks\dataset2_train_tile_img_0_26_png.rf.9dd127c59311459dbdc21d613b8a7694.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_18_png.rf.ef50a1892c8ae289e30cd5d218a96e7d.jpg,data/processed\masks\dataset2_train_tile_img_10_18_png.rf.ef50a1892c8ae289e30cd5d218a96e7d.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_17_14_png.rf.f0a5bd8e13118cde2e842d2d07cf4e42.jpg,data/processed\masks\dataset2_train_tile_img_17_14_png.rf.f0a5bd8e13118cde2e842d2d07cf4e42.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_24_2_png.rf.ff2a2851ded5296c0d85ab5f71d6243e.jpg,data/processed\masks\dataset2_train_tile_img_24_2_png.rf.ff2a2851ded5296c0d85ab5f71d6243e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_25_png.rf.1b2b6b1a50eced2a0ca083551749bf06.jpg,data/processed\masks\dataset2_train_tile_img_10_25_png.rf.1b2b6b1a50eced2a0ca083551749bf06.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_26_14_png.rf.03bd7662ba1abc0aa9648cc2f16f98ac.jpg,data/processed\masks\dataset2_train_tile_img_26_14_png.rf.03bd7662ba1abc0aa9648cc2f16f98ac.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_17_png.rf.3063605bcdd058b1c20f7230c9788106.jpg,data/processed\masks\dataset2_train_tile_img_22_17_png.rf.3063605bcdd058b1c20f7230c9788106.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_26_25_png.rf.994b5aa8648ea9cacd7f6fb526371240.jpg,data/processed\masks\dataset2_train_tile_img_26_25_png.rf.994b5aa8648ea9cacd7f6fb526371240.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_14_19_png.rf.4b418efc77229e268e441a1d368ec10a.jpg,data/processed\masks\dataset2_train_tile_img_14_19_png.rf.4b418efc77229e268e441a1d368ec10a.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_23_22_png.rf.b08947a22c89eea20fcda6abb7946505.jpg,data/processed\masks\dataset2_train_tile_img_23_22_png.rf.b08947a22c89eea20fcda6abb7946505.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_15_0_png.rf.e3378206eb6fa197578a1c84c97fd387.jpg,data/processed\masks\dataset2_train_tile_img_15_0_png.rf.e3378206eb6fa197578a1c84c97fd387.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_0_png.rf.c6c42c59a406658242dc2ab83f1d3582.jpg,data/processed\masks\dataset2_train_tile_img_22_0_png.rf.c6c42c59a406658242dc2ab83f1d3582.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_15_18_png.rf.11ce6802a8680dbbfe797cf9fef13c8e.jpg,data/processed\masks\dataset2_train_tile_img_15_18_png.rf.11ce6802a8680dbbfe797cf9fef13c8e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_14_2_png.rf.83725d6049624b9e46dd13ae493df224.jpg,data/processed\masks\dataset2_train_tile_img_14_2_png.rf.83725d6049624b9e46dd13ae493df224.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_16_12_png.rf.d575369de54b5d66d44828544da31610.jpg,data/processed\masks\dataset2_train_tile_img_16_12_png.rf.d575369de54b5d66d44828544da31610.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_32_16_png.rf.9c3f62bf60df6111890a4e99ba4f01d1.jpg,data/processed\masks\dataset2_train_tile_img_32_16_png.rf.9c3f62bf60df6111890a4e99ba4f01d1.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_28_19_png.rf.b43782298e1d027e4e38857311a55cf5.jpg,data/processed\masks\dataset2_train_tile_img_28_19_png.rf.b43782298e1d027e4e38857311a55cf5.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_16_7_png.rf.2e04f784695942fdd942bc391525f1f6.jpg,data/processed\masks\dataset2_train_tile_img_16_7_png.rf.2e04f784695942fdd942bc391525f1f6.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_24_11_png.rf.91636c79721a439a8503bfd7d11d19cf.jpg,data/processed\masks\dataset2_train_tile_img_24_11_png.rf.91636c79721a439a8503bfd7d11d19cf.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_20_png.rf.75774b1a09b39d024a2262572f5ec42a.jpg,data/processed\masks\dataset2_train_tile_img_10_20_png.rf.75774b1a09b39d024a2262572f5ec42a.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_21_26_png.rf.af4db74e6ed1d6164b8c37532c297d1b.jpg,data/processed\masks\dataset2_train_tile_img_21_26_png.rf.af4db74e6ed1d6164b8c37532c297d1b.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_24_7_png.rf.d56548b92141229e3d43ae36d3fdecf3.jpg,data/processed\masks\dataset2_train_tile_img_24_7_png.rf.d56548b92141229e3d43ae36d3fdecf3.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_27_0_png.rf.7dd9b2611eb4bf72f1155c7999b38a80.jpg,data/processed\masks\dataset2_train_tile_img_27_0_png.rf.7dd9b2611eb4bf72f1155c7999b38a80.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_30_8_png.rf.350dc240d541ce9bc911f0735a57e070.jpg,data/processed\masks\dataset2_train_tile_img_30_8_png.rf.350dc240d541ce9bc911f0735a57e070.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_11_20_png.rf.8a43a81718f73b06eebe083448a71ea7.jpg,data/processed\masks\dataset2_train_tile_img_11_20_png.rf.8a43a81718f73b06eebe083448a71ea7.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_31_14_png.rf.4306e00c4e46466cf13bac72c08e1b4f.jpg,data/processed\masks\dataset2_train_tile_img_31_14_png.rf.4306e00c4e46466cf13bac72c08e1b4f.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_15_1_png.rf.9d911239e9db546708f2c49b02542b1f.jpg,data/processed\masks\dataset2_train_tile_img_15_1_png.rf.9d911239e9db546708f2c49b02542b1f.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_2_27_png.rf.882a0aadeda78ebc429bd1cce28eeb1b.jpg,data/processed\masks\dataset2_train_tile_img_2_27_png.rf.882a0aadeda78ebc429bd1cce28eeb1b.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_20_19_png.rf.9e79be3824aa59428664991e33e7836c.jpg,data/processed\masks\dataset2_train_tile_img_20_19_png.rf.9e79be3824aa59428664991e33e7836c.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_14_24_png.rf.90869605ccea611f28d9a4baba23f0d8.jpg,data/processed\masks\dataset2_train_tile_img_14_24_png.rf.90869605ccea611f28d9a4baba23f0d8.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_10_png.rf.039bb70658d8692351ae3b4ecfaf0d84.jpg,data/processed\masks\dataset2_train_tile_img_19_10_png.rf.039bb70658d8692351ae3b4ecfaf0d84.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_29_9_png.rf.9427cf1b8360de12e54a42c61de94464.jpg,data/processed\masks\dataset2_train_tile_img_29_9_png.rf.9427cf1b8360de12e54a42c61de94464.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_25_10_png.rf.d3bbde0b8759eb101d40446bb6aa732e.jpg,data/processed\masks\dataset2_train_tile_img_25_10_png.rf.d3bbde0b8759eb101d40446bb6aa732e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_15_6_png.rf.36ae83a08e6b2077eb19b1ed52ffe4d8.jpg,data/processed\masks\dataset2_train_tile_img_15_6_png.rf.36ae83a08e6b2077eb19b1ed52ffe4d8.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_12_2_png.rf.a1b775b601dc05c3f5dae1681e9dd3a3.jpg,data/processed\masks\dataset2_train_tile_img_12_2_png.rf.a1b775b601dc05c3f5dae1681e9dd3a3.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_32_1_png.rf.ab337b617f673b64d44b424e7965ddb8.jpg,data/processed\masks\dataset2_train_tile_img_32_1_png.rf.ab337b617f673b64d44b424e7965ddb8.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_16_18_png.rf.be40108fc21a0579509f0282668dfa0a.jpg,data/processed\masks\dataset2_train_tile_img_16_18_png.rf.be40108fc21a0579509f0282668dfa0a.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_13_png.rf.183a9dac5fb21e6f58435fdde921f812.jpg,data/processed\masks\dataset2_train_tile_img_22_13_png.rf.183a9dac5fb21e6f58435fdde921f812.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_26_1_png.rf.8ae179ab5d2a28ea7147b13ef047e676.jpg,data/processed\masks\dataset2_train_tile_img_26_1_png.rf.8ae179ab5d2a28ea7147b13ef047e676.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_21_png.rf.f6e13fa73affed7466c9c4498200a9d1.jpg,data/processed\masks\dataset2_train_tile_img_19_21_png.rf.f6e13fa73affed7466c9c4498200a9d1.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_24_png.rf.890131e86241309ed13c90ed94d796c1.jpg,data/processed\masks\dataset2_train_tile_img_10_24_png.rf.890131e86241309ed13c90ed94d796c1.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_22_png.rf.a0d384c8304bc5ac45f02c55192ec796.jpg,data/processed\masks\dataset2_train_tile_img_10_22_png.rf.a0d384c8304bc5ac45f02c55192ec796.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_14_18_png.rf.6f299dad9d8bb0c29dc2e1c266292383.jpg,data/processed\masks\dataset2_train_tile_img_14_18_png.rf.6f299dad9d8bb0c29dc2e1c266292383.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_12_22_png.rf.d60fdd2875c9fa0152870f1b5eb7b271.jpg,data/processed\masks\dataset2_train_tile_img_12_22_png.rf.d60fdd2875c9fa0152870f1b5eb7b271.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_15_png.rf.a266702d59b83b1c8779eee0f7b623e3.jpg,data/processed\masks\dataset2_train_tile_img_10_15_png.rf.a266702d59b83b1c8779eee0f7b623e3.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_30_21_png.rf.7df31b583f8b45fcb0ba3e429bbe1013.jpg,data/processed\masks\dataset2_train_tile_img_30_21_png.rf.7df31b583f8b45fcb0ba3e429bbe1013.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_6_16_png.rf.769a64bca916021e34e7ea45c498e3d2.jpg,data/processed\masks\dataset2_train_tile_img_6_16_png.rf.769a64bca916021e34e7ea45c498e3d2.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_31_16_png.rf.e1c8022af0b124778065288f57b60ed0.jpg,data/processed\masks\dataset2_train_tile_img_31_16_png.rf.e1c8022af0b124778065288f57b60ed0.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_33_19_png.rf.f091a2e1ec2281fd2e39b54a85b6afd3.jpg,data/processed\masks\dataset2_train_tile_img_33_19_png.rf.f091a2e1ec2281fd2e39b54a85b6afd3.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_1_12_png.rf.4ee3ea324cb7c355c80bcd9049e6ca8f.jpg,data/processed\masks\dataset2_train_tile_img_1_12_png.rf.4ee3ea324cb7c355c80bcd9049e6ca8f.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_14_12_png.rf.6dc69c9e22da5bca1fdd2925bfa52e5b.jpg,data/processed\masks\dataset2_train_tile_img_14_12_png.rf.6dc69c9e22da5bca1fdd2925bfa52e5b.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_26_18_png.rf.7999e570874514331447ac3e70a8e015.jpg,data/processed\masks\dataset2_train_tile_img_26_18_png.rf.7999e570874514331447ac3e70a8e015.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_27_9_png.rf.451e885e9e7a6ab35e80bb7b2cf43f10.jpg,data/processed\masks\dataset2_train_tile_img_27_9_png.rf.451e885e9e7a6ab35e80bb7b2cf43f10.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_17_1_png.rf.c2bfcfc5a037868286140391d821a4f1.jpg,data/processed\masks\dataset2_train_tile_img_17_1_png.rf.c2bfcfc5a037868286140391d821a4f1.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_20_20_png.rf.fe872548f217b4c04ac8970b539a84ad.jpg,data/processed\masks\dataset2_train_tile_img_20_20_png.rf.fe872548f217b4c04ac8970b539a84ad.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_27_png.rf.75e2c6518537a74f0dc008d9c7ff2710.jpg,data/processed\masks\dataset2_train_tile_img_22_27_png.rf.75e2c6518537a74f0dc008d9c7ff2710.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_6_24_png.rf.11caaf1b7eae0f0351b917440868f8a3.jpg,data/processed\masks\dataset2_train_tile_img_6_24_png.rf.11caaf1b7eae0f0351b917440868f8a3.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_16_20_png.rf.e7719e85c30045d89064da9581e4914d.jpg,data/processed\masks\dataset2_train_tile_img_16_20_png.rf.e7719e85c30045d89064da9581e4914d.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_4_17_png.rf.061f2dcf8e3f2f67344491e2bbf4a233.jpg,data/processed\masks\dataset2_train_tile_img_4_17_png.rf.061f2dcf8e3f2f67344491e2bbf4a233.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_1_13_png.rf.f4b018cc593d7cfd15c51e43b2bccb6c.jpg,data/processed\masks\dataset2_train_tile_img_1_13_png.rf.f4b018cc593d7cfd15c51e43b2bccb6c.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_1_7_png.rf.460c882ffa42c72ac3a09fc7a03d9426.jpg,data/processed\masks\dataset2_train_tile_img_1_7_png.rf.460c882ffa42c72ac3a09fc7a03d9426.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_25_5_png.rf.ba90b0ba994d4f375b76c81d919a3580.jpg,data/processed\masks\dataset2_train_tile_img_25_5_png.rf.ba90b0ba994d4f375b76c81d919a3580.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_12_15_png.rf.82519d9b149cc11338089cb894ff382e.jpg,data/processed\masks\dataset2_train_tile_img_12_15_png.rf.82519d9b149cc11338089cb894ff382e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_1_16_png.rf.05d7c79666d0de99d09ab10eaa743139.jpg,data/processed\masks\dataset2_train_tile_img_1_16_png.rf.05d7c79666d0de99d09ab10eaa743139.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_1_21_png.rf.0d453ff7becaf0b39439eb1799f0d607.jpg,data/processed\masks\dataset2_train_tile_img_1_21_png.rf.0d453ff7becaf0b39439eb1799f0d607.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_27_1_png.rf.5bac7e3a17b292bae053e07bf21400db.jpg,data/processed\masks\dataset2_train_tile_img_27_1_png.rf.5bac7e3a17b292bae053e07bf21400db.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_26_0_png.rf.cf8aa319d428d1d75f6bf20f7cf9aac6.jpg,data/processed\masks\dataset2_train_tile_img_26_0_png.rf.cf8aa319d428d1d75f6bf20f7cf9aac6.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_5_16_png.rf.69f3df52fabeb5e199fc90bf45153a18.jpg,data/processed\masks\dataset2_train_tile_img_5_16_png.rf.69f3df52fabeb5e199fc90bf45153a18.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_11_4_png.rf.53e2b8255a904f693fedef7e5896d3e9.jpg,data/processed\masks\dataset2_train_tile_img_11_4_png.rf.53e2b8255a904f693fedef7e5896d3e9.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_4_16_png.rf.a76b48e940ca7c5320074b00b9f4ddaf.jpg,data/processed\masks\dataset2_train_tile_img_4_16_png.rf.a76b48e940ca7c5320074b00b9f4ddaf.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_9_19_png.rf.bfb09bb07d4c917d09fabc513f670200.jpg,data/processed\masks\dataset2_train_tile_img_9_19_png.rf.bfb09bb07d4c917d09fabc513f670200.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_30_1_png.rf.b8508cab09caf24ba8f9cc8e4908db63.jpg,data/processed\masks\dataset2_train_tile_img_30_1_png.rf.b8508cab09caf24ba8f9cc8e4908db63.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_10_17_png.rf.9a8a0c77ebba4370096003bdb1e59100.jpg,data/processed\masks\dataset2_train_tile_img_10_17_png.rf.9a8a0c77ebba4370096003bdb1e59100.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_14_3_png.rf.eec3e55add9a64c127c6605cb84ae03a.jpg,data/processed\masks\dataset2_train_tile_img_14_3_png.rf.eec3e55add9a64c127c6605cb84ae03a.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_24_24_png.rf.e17f6ed8924a6f2fea1e93909c8f524f.jpg,data/processed\masks\dataset2_train_tile_img_24_24_png.rf.e17f6ed8924a6f2fea1e93909c8f524f.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_15_22_png.rf.657be65a6eeedf17d483dac215ba6486.jpg,data/processed\masks\dataset2_train_tile_img_15_22_png.rf.657be65a6eeedf17d483dac215ba6486.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_29_6_png.rf.c8f49b57b7500bb5f7d50216ddde127a.jpg,data/processed\masks\dataset2_train_tile_img_29_6_png.rf.c8f49b57b7500bb5f7d50216ddde127a.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_33_10_png.rf.e5f3403d3d4de70e87a0f716f37a1da8.jpg,data/processed\masks\dataset2_train_tile_img_33_10_png.rf.e5f3403d3d4de70e87a0f716f37a1da8.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_26_png.rf.bcf3e86e8af05e24ac17deea351f6513.jpg,data/processed\masks\dataset2_train_tile_img_19_26_png.rf.bcf3e86e8af05e24ac17deea351f6513.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_2_png.rf.33a528710eb204da6f3d55113b675202.jpg,data/processed\masks\dataset2_train_tile_img_19_2_png.rf.33a528710eb204da6f3d55113b675202.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_2_17_png.rf.b723602e395b900b21f07157b0223ae5.jpg,data/processed\masks\dataset2_train_tile_img_2_17_png.rf.b723602e395b900b21f07157b0223ae5.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_14_6_png.rf.8e5d4f1523fe16870a93d318645d36ad.jpg,data/processed\masks\dataset2_train_tile_img_14_6_png.rf.8e5d4f1523fe16870a93d318645d36ad.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_19_png.rf.093f16db8c1d9ee885f13c237b6cfffc.jpg,data/processed\masks\dataset2_train_tile_img_22_19_png.rf.093f16db8c1d9ee885f13c237b6cfffc.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_9_23_png.rf.21f50872b3a631711df81f2931447563.jpg,data/processed\masks\dataset2_train_tile_img_9_23_png.rf.21f50872b3a631711df81f2931447563.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_16_4_png.rf.940c27abb0362d6de5a40001eb5b4c23.jpg,data/processed\masks\dataset2_train_tile_img_16_4_png.rf.940c27abb0362d6de5a40001eb5b4c23.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_5_18_png.rf.6edeb5157982fa0e9a89aa5e0218e6d3.jpg,data/processed\masks\dataset2_train_tile_img_5_18_png.rf.6edeb5157982fa0e9a89aa5e0218e6d3.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_16_png.rf.4fedde483aabd971ec2a165a0f5492f6.jpg,data/processed\masks\dataset2_train_tile_img_22_16_png.rf.4fedde483aabd971ec2a165a0f5492f6.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_1_4_png.rf.49d3317ab4e6e80e10e74b6306462780.jpg,data/processed\masks\dataset2_train_tile_img_1_4_png.rf.49d3317ab4e6e80e10e74b6306462780.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_7_png.rf.9e41eb224b2f75fe47732e111626cd73.jpg,data/processed\masks\dataset2_train_tile_img_10_7_png.rf.9e41eb224b2f75fe47732e111626cd73.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_29_0_png.rf.90aa82a561eda7afc1f7b2b4035688e0.jpg,data/processed\masks\dataset2_train_tile_img_29_0_png.rf.90aa82a561eda7afc1f7b2b4035688e0.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_17_3_png.rf.4de124f76dcbce917da2e7a016a55e83.jpg,data/processed\masks\dataset2_train_tile_img_17_3_png.rf.4de124f76dcbce917da2e7a016a55e83.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_27_23_png.rf.114fbbea16e3ba4e8fcedfa426dac522.jpg,data/processed\masks\dataset2_train_tile_img_27_23_png.rf.114fbbea16e3ba4e8fcedfa426dac522.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_16_png.rf.77cd56a54644a7d2855fafbb7d954c0e.jpg,data/processed\masks\dataset2_train_tile_img_19_16_png.rf.77cd56a54644a7d2855fafbb7d954c0e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_4_26_png.rf.624af1ff383be5b6ac4c04804ff5ee9d.jpg,data/processed\masks\dataset2_train_tile_img_4_26_png.rf.624af1ff383be5b6ac4c04804ff5ee9d.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_28_23_png.rf.8ca47ceeea63e7804817d69700a52d5b.jpg,data/processed\masks\dataset2_train_tile_img_28_23_png.rf.8ca47ceeea63e7804817d69700a52d5b.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_24_16_png.rf.10f8edb50dd7909fa169d613ce1e8493.jpg,data/processed\masks\dataset2_train_tile_img_24_16_png.rf.10f8edb50dd7909fa169d613ce1e8493.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_28_11_png.rf.0ac2a33d2b3555ae27d54464d0f985e0.jpg,data/processed\masks\dataset2_train_tile_img_28_11_png.rf.0ac2a33d2b3555ae27d54464d0f985e0.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_11_png.rf.a1e422cd56089b0cf7f0717f65fb95ea.jpg,data/processed\masks\dataset2_train_tile_img_19_11_png.rf.a1e422cd56089b0cf7f0717f65fb95ea.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_26_17_png.rf.e0ed02af271d9da1872bff1692a820fb.jpg,data/processed\masks\dataset2_train_tile_img_26_17_png.rf.e0ed02af271d9da1872bff1692a820fb.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_4_14_png.rf.96d75f0c7b24c7cf18f3c6889193b270.jpg,data/processed\masks\dataset2_train_tile_img_4_14_png.rf.96d75f0c7b24c7cf18f3c6889193b270.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_3_png.rf.d7e411db8fff995567d0fc0214d5b5bb.jpg,data/processed\masks\dataset2_train_tile_img_10_3_png.rf.d7e411db8fff995567d0fc0214d5b5bb.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_12_png.rf.217c55ba63f1b5ea7fb17a6b0f171c5a.jpg,data/processed\masks\dataset2_train_tile_img_22_12_png.rf.217c55ba63f1b5ea7fb17a6b0f171c5a.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_10_14_png.rf.1f9cc23f5be0eee307585bcadd2d420d.jpg,data/processed\masks\dataset2_train_tile_img_10_14_png.rf.1f9cc23f5be0eee307585bcadd2d420d.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_18_24_png.rf.a502550540e748d308abcc0b2fdb7261.jpg,data/processed\masks\dataset2_train_tile_img_18_24_png.rf.a502550540e748d308abcc0b2fdb7261.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_13_24_png.rf.31ffb03c6dd7c94bab32d047c2b487e3.jpg,data/processed\masks\dataset2_train_tile_img_13_24_png.rf.31ffb03c6dd7c94bab32d047c2b487e3.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_22_1_png.rf.bb3efd0a46cde9b5cae94687cb8a6a0c.jpg,data/processed\masks\dataset2_train_tile_img_22_1_png.rf.bb3efd0a46cde9b5cae94687cb8a6a0c.png,1,dataset2,train,high
data/raw\dataset2\train\tile_img_31_12_png.rf.f1339ab1182258a7ae2c1193d9fc04d6.jpg,data/processed\masks\dataset2_train_tile_img_31_12_png.rf.f1339ab1182258a7ae2c1193d9fc04d6.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_14_png.rf.a4ad724c8492ac111284064ee705374f.jpg,data/processed\masks\dataset2_train_tile_img_19_14_png.rf.a4ad724c8492ac111284064ee705374f.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_12_8_png.rf.08d23cf695c90976042842a4797f03ae.jpg,data/processed\masks\dataset2_train_tile_img_12_8_png.rf.08d23cf695c90976042842a4797f03ae.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_21_17_png.rf.ec7393e1ad218c6c518415148808d0a6.jpg,data/processed\masks\dataset2_train_tile_img_21_17_png.rf.ec7393e1ad218c6c518415148808d0a6.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_17_21_png.rf.68efc107805522232a644b97421db27a.jpg,data/processed\masks\dataset2_train_tile_img_17_21_png.rf.68efc107805522232a644b97421db27a.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_19_18_png.rf.cd86cde2511633c08464c52449b50d0e.jpg,data/processed\masks\dataset2_train_tile_img_19_18_png.rf.cd86cde2511633c08464c52449b50d0e.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_26_11_png.rf.72b1c50bdc18ff04971c3466ff67be28.jpg,data/processed\masks\dataset2_train_tile_img_26_11_png.rf.72b1c50bdc18ff04971c3466ff67be28.png,0,dataset2,train,high
data/raw\dataset2\train\tile_img_33_23_png.rf.92613996aca2e6c8f506cd4fd6aa327f.jpg,data/processed\masks\dataset2_train_tile_img_33_23_png.rf.92613996aca2e6c8f506cd4fd6aa327f.png,0,dataset2,train,high
